# Weather station Paderborn / Lippstadt (airport), Germany, METAR=EDLP,selection from 23.01.2019 till 23.11.2019, all days
# Encoding: ANSI
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EDLP&lang=en
#
"Local time in Paderborn / Lippstadt (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"19.11.2019 16:50";"3.0";"743.0";"762.8";"93";"Wind blowing from the south-southwest";"3";"";"";"";"Overcast (100%) 360 m";"10.0 and more";"2.0";
"19.11.2019 16:20";"3.0";"743.0";"762.8";"93";"Wind blowing from the west-southwest";"3";"";"Light rain";"";"Few clouds (10-30%) 150 m, overcast (100%) 570 m";"7.0";"2.0";
"19.11.2019 15:50";"3.0";"743.0";"762.8";"93";"Wind blowing from the west";"3";"";"Light rain";"";"Broken clouds (60-90%) 180 m, overcast (100%) 480 m";"7.0";"2.0";
"19.11.2019 15:20";"4.0";"742.3";"762.0";"93";"Wind blowing from the west";"3";"";"Light rain";"";"Broken clouds (60-90%) 150 m, overcast (100%) 300 m";"6.0";"3.0";
"19.11.2019 14:50";"4.0";"742.3";"762.0";"93";"Wind blowing from the west-southwest";"4";"";"Light rain";"";"Broken clouds (60-90%) 330 m, overcast (100%) 510 m";"4.6";"3.0";
"19.11.2019 14:20";"4.0";"742.3";"762.0";"93";"Wind blowing from the west-southwest";"3";"";"Light rain";"";"Broken clouds (60-90%) 360 m, broken clouds (60-90%) 450 m, overcast (100%) 540 m";"10.0 and more";"3.0";
"19.11.2019 13:50";"5.0";"742.3";"762.0";"87";"Wind blowing from the west-southwest";"3";"";"Light rain";"";"Broken clouds (60-90%) 390 m, overcast (100%) 480 m";"10.0 and more";"3.0";
"19.11.2019 13:20";"5.0";"742.3";"762.0";"81";"Wind blowing from the west-southwest";"4";"";"Light rain";"";"Overcast (100%) 450 m";"10.0 and more";"2.0";
"19.11.2019 12:50";"5.0";"741.5";"761.2";"81";"Wind blowing from the south-west";"5";"";"";"";"Overcast (100%) 510 m";"10.0 and more";"2.0";
"19.11.2019 12:20";"5.0";"741.5";"761.2";"81";"Wind blowing from the south-west";"5";"";"";"";"Overcast (100%) 510 m";"10.0 and more";"2.0";
"19.11.2019 11:20";"5.0";"741.5";"761.2";"87";"Wind blowing from the south-west";"5";"";"";"";"Broken clouds (60-90%) 480 m";"10.0 and more";"3.0";
"19.11.2019 10:50";"5.0";"741.5";"761.2";"81";"Wind blowing from the south-west";"5";"";"";"";"Overcast (100%) 450 m";"10.0 and more";"2.0";
"19.11.2019 10:20";"4.0";"741.5";"761.2";"87";"Wind blowing from the south-west";"6";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"2.0";
"19.11.2019 09:50";"4.0";"740.8";"760.5";"87";"Wind blowing from the west-southwest";"5";"";"";"";"Broken clouds (60-90%) 390 m, overcast (100%) 450 m";"10.0 and more";"2.0";
"19.11.2019 09:20";"4.0";"740.8";"760.5";"87";"Wind blowing from the west-southwest";"5";"";"";"";"Broken clouds (60-90%) 450 m";"10.0 and more";"2.0";
"19.11.2019 08:50";"3.0";"740.7";"760.5";"87";"Wind blowing from the south-west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"19.11.2019 08:20";"3.0";"739.9";"759.7";"87";"Wind blowing from the south-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"19.11.2019 07:50";"3.0";"739.9";"759.7";"87";"Wind blowing from the west-southwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"19.11.2019 07:20";"4.0";"740.0";"759.7";"87";"Wind blowing from the south-west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"19.11.2019 06:50";"4.0";"739.3";"759.0";"87";"Wind blowing from the south-west";"5";"";"";"";"Few clouds (10-30%) 1320 m";"10.0 and more";"2.0";
"19.11.2019 06:20";"5.0";"739.4";"759.0";"81";"Wind blowing from the south-west";"7";"";"";"";"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 660 m";"10.0 and more";"2.0";
"19.11.2019 05:50";"5.0";"739.4";"759.0";"81";"Wind blowing from the south-west";"6";"";"";"";"Broken clouds (60-90%) 540 m";"10.0 and more";"2.0";
"19.11.2019 05:20";"4.0";"738.6";"758.2";"87";"Wind blowing from the south-west";"6";"";"";"";"Scattered clouds (40-50%) 450 m";"10.0 and more";"2.0";
"19.11.2019 04:50";"4.0";"738.6";"758.2";"93";"Wind blowing from the west-southwest";"7";"";"";"";"Scattered clouds (40-50%) 450 m";"10.0 and more";"3.0";
"19.11.2019 04:20";"5.0";"738.1";"757.7";"87";"Wind blowing from the west-southwest";"7";"12";"";"";"Broken clouds (60-90%) 420 m";"10.0 and more";"3.0";
"19.11.2019 03:50";"5.0";"738.1";"757.7";"87";"Wind blowing from the west-southwest";"7";"";"";"";"Few clouds (10-30%) 420 m, scattered clouds (40-50%) 480 m, broken clouds (60-90%) 570 m";"10.0 and more";"3.0";
"19.11.2019 03:20";"6.0";"737.4";"756.9";"87";"Wind blowing from the west-southwest";"7";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"4.0";
"19.11.2019 02:50";"6.0";"737.4";"756.9";"87";"Wind blowing from the west-southwest";"7";"13";"";"";"Scattered clouds (40-50%) 300 m, overcast (100%) 360 m";"10.0 and more";"4.0";
"19.11.2019 02:20";"5.0";"737.4";"756.9";"93";"Wind blowing from the west-southwest";"7";"";"Light rain";"";"Broken clouds (60-90%) 240 m, overcast (100%) 930 m";"10.0 and more";"4.0";
"19.11.2019 01:50";"5.0";"736.7";"756.2";"93";"Wind blowing from the west-southwest";"7";"13";"Light rain";"";"Broken clouds (60-90%) 210 m, overcast (100%) 390 m";"10.0 and more";"4.0";
"19.11.2019 01:20";"4.0";"736.6";"756.2";"93";"Wind blowing from the south-west";"8";"";"Light rain";"";"Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 420 m, overcast (100%) 690 m";"10.0 and more";"3.0";
"19.11.2019 00:50";"2.0";"736.5";"756.2";"93";"Wind blowing from the south-southwest";"6";"";"Rain";"";"Overcast (100%) 390 m";"10.0 and more";"1.0";
"19.11.2019 00:20";"2.0";"736.5";"756.2";"93";"Wind blowing from the south-southwest";"7";"";"Rain";"";"Scattered clouds (40-50%) 360 m, overcast (100%) 420 m";"10.0 and more";"1.0";
"18.11.2019 23:50";"2.0";"735.7";"755.4";"93";"Wind blowing from the south-southwest";"7";"";"Rain";"";"Broken clouds (60-90%) 390 m, overcast (100%) 480 m";"10.0 and more";"1.0";
"18.11.2019 22:50";"2.0";"734.9";"754.6";"93";"Wind blowing from the south-southwest";"8";"";"Rain";"";"Overcast (100%) 480 m";"10.0 and more";"1.0";
"18.11.2019 22:20";"3.0";"735.0";"754.6";"87";"Wind blowing from the south-southwest";"9";"";"Rain";"";"Broken clouds (60-90%) 540 m, broken clouds (60-90%) 750 m, overcast (100%) 990 m";"10.0 and more";"1.0";
"18.11.2019 21:50";"3.0";"735.0";"754.6";"93";"Wind blowing from the south-southwest";"7";"";"Rain";"";"Scattered clouds (40-50%) 780 m, scattered clouds (40-50%) 960 m, broken clouds (60-90%) 1350 m";"10.0 and more";"2.0";
"18.11.2019 21:20";"4.0";"735.0";"754.6";"87";"Wind blowing from the south-southwest";"7";"";"Rain";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1170 m";"10.0 and more";"2.0";
"18.11.2019 20:50";"4.0";"735.0";"754.6";"87";"Wind blowing from the south";"5";"";"Rain";"";"Scattered clouds (40-50%) 810 m, overcast (100%) 930 m";"10.0 and more";"2.0";
"18.11.2019 20:20";"4.0";"735.0";"754.6";"87";"Wind blowing from the south";"5";"";"Rain";"";"Few clouds (10-30%) 480 m, broken clouds (60-90%) 780 m, overcast (100%) 960 m";"10.0 and more";"2.0";
"18.11.2019 19:50";"4.0";"735.0";"754.6";"87";"Wind blowing from the south";"4";"";"Rain";"";"Few clouds (10-30%) 540 m, broken clouds (60-90%) 780 m, overcast (100%) 1050 m";"10.0 and more";"2.0";
"18.11.2019 19:20";"4.0";"735.0";"754.6";"87";"Wind blowing from the south-southwest";"4";"";"Light rain";"";"Scattered clouds (40-50%) 1050 m";"10.0 and more";"2.0";
"18.11.2019 18:50";"4.0";"735.0";"754.6";"87";"Wind blowing from the south";"3";"";"Light rain";"";"Broken clouds (60-90%) 1110 m";"10.0 and more";"2.0";
"18.11.2019 18:20";"4.0";"735.0";"754.6";"93";"Wind blowing from the south";"4";"";"Light rain";"";"Broken clouds (60-90%) 1080 m, overcast (100%) 1350 m";"10.0 and more";"3.0";
"18.11.2019 17:50";"4.0";"735.0";"754.6";"93";"Wind blowing from the south-southwest";"4";"";"Light rain";"";"Few clouds (10-30%) 840 m, overcast (100%) 1140 m";"10.0 and more";"3.0";
"18.11.2019 17:20";"4.0";"735.0";"754.6";"93";"Wind blowing from the south-west";"4";"";"Light rain";"";"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 750 m, overcast (100%) 960 m";"10.0 and more";"3.0";
"18.11.2019 16:50";"5.0";"735.1";"754.6";"87";"Wind blowing from the west-southwest";"3";"";"Light rain";"";"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 510 m, overcast (100%) 870 m";"7.0";"3.0";
"18.11.2019 16:20";"5.0";"735.1";"754.6";"93";"Wind blowing from the south-west";"2";"";"Light rain";"";"Broken clouds (60-90%) 420 m";"8.0";"4.0";
"18.11.2019 15:50";"5.0";"734.4";"753.9";"93";"Wind blowing from the west-southwest";"2";"";"Light rain";"";"Few clouds (10-30%) 420 m, broken clouds (60-90%) 1020 m, overcast (100%) 1410 m";"10.0 and more";"4.0";
"18.11.2019 15:20";"5.0";"734.4";"753.9";"93";"Wind blowing from the south-southwest";"2";"";"Light rain";"";"Few clouds (10-30%) 990 m, overcast (100%) 1320 m";"10.0 and more";"4.0";
"18.11.2019 14:50";"5.0";"734.4";"753.9";"87";"Wind blowing from the south-southwest";"4";"";"Light rain";"";"Few clouds (10-30%) 840 m, broken clouds (60-90%) 1290 m";"10.0 and more";"3.0";
"18.11.2019 14:20";"5.0";"734.4";"753.9";"93";"Wind blowing from the south";"3";"";"Light rain";"";"Few clouds (10-30%) 660 m, broken clouds (60-90%) 750 m";"10.0 and more";"4.0";
"18.11.2019 13:50";"5.0";"734.4";"753.9";"93";"Wind blowing from the south";"4";"";"Light rain";"";"Broken clouds (60-90%) 690 m";"10.0 and more";"4.0";
"18.11.2019 13:20";"5.0";"734.4";"753.9";"93";"Wind blowing from the south-west";"2";"";"Light rain";"";"Few clouds (10-30%) 1200 m";"9.0";"4.0";
"18.11.2019 12:50";"5.0";"734.4";"753.9";"93";"Wind blowing from the south-southwest";"3";"";"Light rain";"";"Scattered clouds (40-50%) 1020 m, scattered clouds (40-50%) 1200 m";"8.0";"4.0";
"18.11.2019 12:20";"5.0";"734.4";"753.9";"93";"Wind blowing from the south";"3";"";"";"";"Overcast (100%) 960 m";"10.0 and more";"4.0";
"18.11.2019 11:50";"5.0";"734.4";"753.9";"93";"Wind blowing from the south-southwest";"3";"";"";"";"Few clouds (10-30%) 780 m, broken clouds (60-90%) 960 m";"10.0 and more";"4.0";
"18.11.2019 11:20";"5.0";"734.4";"753.9";"87";"Wind blowing from the south-southwest";"3";"";"";"";"Few clouds (10-30%) 540 m, overcast (100%) 960 m";"10.0 and more";"3.0";
"18.11.2019 10:50";"5.0";"734.4";"753.9";"87";"Wind blowing from the south-southwest";"3";"";"";"";"Few clouds (10-30%) 570 m, broken clouds (60-90%) 1050 m";"9.0";"3.0";
"18.11.2019 10:20";"4.0";"734.4";"753.9";"100";"Wind blowing from the south-southwest";"3";"";"";"";"Scattered clouds (40-50%) 240 m, scattered clouds (40-50%) 600 m, overcast (100%) 1140 m";"6.0";"4.0";
"18.11.2019 09:50";"4.0";"734.4";"753.9";"100";"Wind blowing from the south-west";"3";"";"Mist";"";"Overcast (100%) 180 m";"5.0";"4.0";
"18.11.2019 09:20";"4.0";"734.4";"753.9";"100";"Wind blowing from the west-southwest";"3";"";"Mist";"";"Overcast (100%) 90 m";"4.0";"4.0";
"18.11.2019 08:50";"4.0";"734.4";"753.9";"93";"Wind blowing from the west-southwest";"2";"";"Mist";"";"Overcast (100%) 90 m";"4.0";"3.0";
"18.11.2019 08:20";"4.0";"734.4";"753.9";"100";"Wind blowing from the west-southwest";"3";"";"Mist";"";"Overcast (100%) 60 m";"3.5";"4.0";
"18.11.2019 07:50";"4.0";"734.4";"753.9";"100";"Wind blowing from the west-southwest";"3";"";"Mist";"";"Overcast (100%) 120 m";"4.0";"4.0";
"18.11.2019 07:20";"4.0";"733.6";"753.1";"100";"Wind blowing from the west-southwest";"2";"";"Mist";"";"Overcast (100%) 90 m";"4.5";"4.0";
"18.11.2019 06:50";"4.0";"733.6";"753.1";"93";"Wind blowing from the south-west";"3";"";"Mist";"";"Broken clouds (60-90%) 60 m, overcast (100%) 150 m";"2.5";"3.0";
"18.11.2019 06:20";"4.0";"732.8";"752.3";"93";"Wind blowing from the south-southwest";"3";"";"Fog";"";"Vertical visibility 60 m";"0.9";"3.0";
"18.11.2019 05:50";"4.0";"732.8";"752.3";"93";"Wind blowing from the south-west";"2";"";"Fog";"";"Vertical visibility 60 m";"0.2";"3.0";
"18.11.2019 05:20";"4.0";"732.8";"752.3";"93";"variable wind direction";"1";"";"Fog";"";"Vertical visibility 60 m";"0.2";"3.0";
"18.11.2019 04:50";"4.0";"732.8";"752.3";"93";"Wind blowing from the west-southwest";"2";"";"Fog";"";"Vertical visibility 60 m";"0.6";"3.0";
"18.11.2019 04:20";"4.0";"732.8";"752.3";"93";"variable wind direction";"1";"";"Fog";"";"Vertical visibility 60 m";"0.6";"3.0";
"18.11.2019 03:50";"4.0";"732.8";"752.3";"93";"Wind blowing from the west-southwest";"2";"";"Fog";"";"Vertical visibility 60 m";"0.7";"3.0";
"18.11.2019 03:20";"4.0";"732.8";"752.3";"93";"Wind blowing from the west";"2";"";"Fog";"";"Vertical visibility 60 m";"0.6";"3.0";
"18.11.2019 02:50";"4.0";"732.8";"752.3";"93";"variable wind direction";"1";"";"Fog";"";"Vertical visibility 60 m";"0.6";"3.0";
"18.11.2019 02:20";"4.0";"732.8";"752.3";"93";"Wind blowing from the west-northwest";"2";"";"Fog";"";"Vertical visibility 60 m";"0.5";"3.0";
"18.11.2019 01:50";"4.0";"732.8";"752.3";"93";"Wind blowing from the west-northwest";"2";"";"Fog";"";"Vertical visibility 60 m";"0.3";"3.0";
"18.11.2019 01:20";"4.0";"733.6";"753.1";"93";"variable wind direction";"1";"";"Fog";"";"Vertical visibility 60 m";"0.2";"3.0";
"18.11.2019 00:50";"4.0";"733.6";"753.1";"100";"variable wind direction";"1";"";"Fog";"";"Overcast (100%) 30 m";"0.5";"4.0";
"18.11.2019 00:20";"4.0";"733.6";"753.1";"93";"variable wind direction";"1";"";"Fog";"";"Overcast (100%) 30 m";"0.6";"3.0";
"17.11.2019 23:50";"4.0";"733.6";"753.1";"93";"Wind blowing from the north-northeast";"2";"";"Mist";"";"Overcast (100%) 30 m";"1.3";"3.0";
"17.11.2019 23:20";"4.0";"733.6";"753.1";"93";"Wind blowing from the north";"2";"";"Light rain, fog";"Rain";"Overcast (100%) 60 m";"0.6";"3.0";
"17.11.2019 22:50";"4.0";"733.6";"753.1";"93";"variable wind direction";"1";"";"Rain, fog";"";"Vertical visibility 90 m";"0.9";"3.0";
"17.11.2019 22:20";"3.0";"733.5";"753.1";"100";"variable wind direction";"1";"";"Fog";"";"Vertical visibility 60 m";"0.8";"3.0";
"17.11.2019 21:50";"3.0";"734.3";"753.9";"100";"variable wind direction";"1";"";"Fog";"";"Vertical visibility 60 m";"0.7";"3.0";
"17.11.2019 21:20";"3.0";"734.3";"753.9";"100";"Wind blowing from the north-northwest";"2";"";"Fog";"";"Vertical visibility 60 m";"0.8";"3.0";
"17.11.2019 20:50";"3.0";"734.3";"753.9";"100";"Wind blowing from the north-northwest";"2";"";"Fog";"";"Overcast (100%) 120 m";"0.9";"3.0";
"17.11.2019 19:50";"3.0";"735.0";"754.6";"100";"Wind blowing from the north-northwest";"2";"";"Light rain, mist";"";"Overcast (100%) 60 m";"1.8";"3.0";
"17.11.2019 19:20";"3.0";"735.0";"754.6";"100";"Wind blowing from the north";"2";"";"Light rain, mist";"Rain";"Overcast (100%) 60 m";"2.9";"3.0";
"17.11.2019 18:50";"3.0";"735.0";"754.6";"100";"Wind blowing from the north-northwest";"3";"";"Rain, mist";"";"Overcast (100%) 60 m";"2.7";"3.0";
"17.11.2019 18:20";"3.0";"735.8";"755.4";"100";"Wind blowing from the north";"3";"";"Rain, mist";"";"Overcast (100%) 60 m";"3.2";"3.0";
"17.11.2019 17:50";"3.0";"735.8";"755.4";"100";"Wind blowing from the north-northwest";"3";"";"Rain, mist";"";"Overcast (100%) 30 m";"3.1";"3.0";
"17.11.2019 17:20";"4.0";"736.6";"756.2";"93";"Wind blowing from the north-west";"2";"";"Rain, mist";"";"Scattered clouds (40-50%) 60 m, broken clouds (60-90%) 420 m, overcast (100%) 480 m";"2.5";"3.0";
"17.11.2019 16:50";"4.0";"736.6";"756.2";"93";"Wind blowing from the west-northwest";"2";"";"Light rain, mist";"";"Broken clouds (60-90%) 450 m, overcast (100%) 780 m";"2.8";"3.0";
"17.11.2019 16:20";"4.0";"736.6";"756.2";"93";"Wind blowing from the west";"2";"";"Mist";"";"Few clouds (10-30%) 480 m, overcast (100%) 1350 m";"3.0";"3.0";
"17.11.2019 15:50";"4.0";"736.6";"756.2";"93";"Wind blowing from the west-northwest";"2";"";"Mist";"";"Few clouds (10-30%) 660 m, scattered clouds (40-50%) 1260 m, overcast (100%) 1860 m";"4.5";"3.0";
"17.11.2019 15:20";"4.0";"736.6";"756.2";"93";"Wind blowing from the north-northwest";"2";"";"";"";"";"5.0";"3.0";
"17.11.2019 14:50";"5.0";"736.7";"756.2";"87";"Wind blowing from the north";"2";"";"Mist";"";"Few clouds (10-30%) 60 m, scattered clouds (40-50%) 780 m, broken clouds (60-90%) 1020 m";"4.5";"3.0";
"17.11.2019 14:20";"4.0";"737.3";"756.9";"93";"Wind blowing from the north-northwest";"2";"";"Mist";"";"Few clouds (10-30%) 60 m, broken clouds (60-90%) 840 m";"4.0";"3.0";
"17.11.2019 13:50";"4.0";"737.3";"756.9";"93";"variable wind direction";"1";"";"";"";"Scattered clouds (40-50%) 960 m";"6.0";"3.0";
"17.11.2019 13:20";"5.0";"738.1";"757.7";"87";"variable wind direction";"1";"";"";"";"No Significant Clouds";"7.0";"3.0";
"17.11.2019 12:50";"5.0";"738.1";"757.7";"87";"Wind blowing from the north-northeast";"2";"";"";"";"No Significant Clouds";"9.0";"3.0";
"17.11.2019 12:20";"5.0";"738.6";"758.2";"87";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"9.0";"3.0";
"17.11.2019 11:50";"4.0";"738.6";"758.2";"93";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"8.0";"3.0";
"17.11.2019 11:20";"4.0";"738.6";"758.2";"93";"Wind blowing from the south-east";"4";"";"";"";"No Significant Clouds";"7.0";"3.0";
"17.11.2019 10:50";"3.0";"739.3";"759.0";"93";"Wind blowing from the east-southeast";"4";"";"";"";"No Significant Clouds";"5.0";"2.0";
"17.11.2019 10:20";"2.0";"739.2";"759.0";"100";"Wind blowing from the south-east";"4";"";"Mist";"";"Few clouds (10-30%) 60 m";"4.5";"2.0";
"17.11.2019 09:50";"1.0";"739.1";"759.0";"100";"Wind blowing from the east-southeast";"5";"";"Mist";"";"Scattered clouds (40-50%) 30 m";"4.5";"1.0";
"17.11.2019 09:20";"1.0";"739.1";"759.0";"100";"Wind blowing from the south-east";"3";"";"Mist";"";"Few clouds (10-30%) 60 m";"4.6";"1.0";
"17.11.2019 08:50";"1.0";"739.1";"759.0";"100";"Wind blowing from the south-east";"5";"";"Mist";"";"Few clouds (10-30%) 60 m";"4.5";"1.0";
"17.11.2019 08:20";"0.0";"739.0";"759.0";"93";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"8.0";"-1.0";
"17.11.2019 07:50";"0.0";"739.0";"759.0";"93";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"8.0";"-1.0";
"17.11.2019 07:20";"1.0";"739.1";"759.0";"93";"Wind blowing from the south-east";"3";"";"";"";"No Significant Clouds";"9.0";"0.0";
"17.11.2019 06:50";"1.0";"739.1";"759.0";"93";"Wind blowing from the south-east";"4";"";"";"";"No Significant Clouds";"9.0";"0.0";
"17.11.2019 06:20";"2.0";"739.2";"759.0";"87";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"17.11.2019 05:50";"2.0";"739.2";"759.0";"87";"Wind blowing from the south-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"17.11.2019 05:20";"3.0";"739.3";"759.0";"87";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"17.11.2019 04:50";"2.0";"739.2";"759.0";"93";"Wind blowing from the south-east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"17.11.2019 04:20";"2.0";"739.2";"759.0";"93";"Wind blowing from the south-east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"17.11.2019 03:50";"3.0";"739.3";"759.0";"87";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"17.11.2019 03:20";"2.0";"739.9";"759.7";"93";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"17.11.2019 02:50";"3.0";"739.9";"759.7";"87";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"17.11.2019 02:20";"3.0";"739.9";"759.7";"87";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"1.0";
"17.11.2019 01:50";"1.0";"739.1";"759.0";"93";"Wind blowing from the south-southeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"17.11.2019 01:20";"2.0";"739.2";"759.0";"87";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"17.11.2019 00:50";"2.0";"739.2";"759.0";"87";"Wind blowing from the south-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"17.11.2019 00:20";"3.0";"739.3";"759.0";"81";"Wind blowing from the south-southeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"16.11.2019 23:50";"1.0";"739.1";"759.0";"87";"Wind blowing from the east-southeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
"16.11.2019 23:20";"1.0";"739.1";"759.0";"93";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"16.11.2019 22:50";"1.0";"739.1";"759.0";"93";"Wind blowing from the east-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"16.11.2019 22:20";"1.0";"739.1";"759.0";"93";"Wind blowing from the south-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"0.0";
"16.11.2019 21:50";"1.0";"739.1";"759.0";"87";"Wind blowing from the south-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"-1.0";
